daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Wally Pfister,"Johnny Depp, Morgan Freeman, Rebecca Hall, ",Phim Hành động,2014,transcendence,trí tuệ siêu việt,Phim Mỹ,Phim Hành động
Erik Matti,"Gerald Anderson, Joel Torre, Piolo Pascual, ",Phim Hành động,2014,on the job,phi vụ,Phim Mỹ,Phim Hành động
Gérard Krawczyk,"Jean Reno, Michel Muller, Ryôko Hirosue, ",Phim Hành động,2001,wasabi,đối mặt với bầy sói,Phim Mỹ,Phim Hành động
Wellson Chin Sing Wai,"Ann Bridgewater, Anthony Carpio, Ellen Chan, ",Phim Hành động,1998,the inspector wears skirt ,nữ bá vương,Phim Trung Quốc,Phim Hành động
Michael Bay,"Rosie Huntington Whiteley, Shia LaBeouf, Tyrese Gibson, ",Phim Hành động,2011,transformers: dark of the moon,transformers 3: vùng tối của mặt trăng,Phim Mỹ,Phim Hành động
Olivier Megaton,"Callum Blue, Max Martini, Zoe Saldana, ",Phim Hành động,2011,colombiana,nữ sát thủ,Phim Mỹ,Phim Hành động
Wuershan,"Angelababy, Keith Collea, Kun Chen, ",Phim Hành động,2015,mojin the lost legend,kẻ trộm mộ: huyền thoại trở lại,Phim Trung Quốc,Phim Hành động
Joe Wright,"Cate Blanchett, Eric Bana, Saoirse Ronan, ",Phim Hành động,2011,hanna,hanna bí ẩn,Phim Mỹ,Phim Hành động
Thạch Điền Tú Phạm,"Joe Odagiri, Kazumi Murata, Shingo Katsurayama, ",Phim Hành động,2013,kamen rider kuuga,giả diện kỵ sĩ không ngã,Phim Nhật Bản,Phim Hành động
Jon Cassar,"Demi Moore, Donald Sutherland, Kiefer Sutherland, ",Phim Hành động,2015,forsaken,chối bỏ,Phim Mỹ,Phim Hành động
Ron Howard,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, ",Phim Hành động,2015,in the heart of the sea,biển sâu dậy sóng,Phim Mỹ,Phim Hành động
Paul Gross,"Clark Johnson|, Paul Gross, Rossif Sutherland, ",Phim Hành động,2015,hyena road,con đường máu lửa,Phim Mỹ,Phim Chiến Tranh
Lý Tuyết,"Hồ Ca, Lưu Mẫn Đào, Vương Lạc Quân, ",Phim Hành động,2015,the disguiser,kẻ ngụy trang,Phim Trung Quốc,Phim Hành động
Jon Amiel,"Holly Hunter. Dermot Mulroney, Sigourney Weaver, ",Phim Hành động,1995,copycat,bản sao tội ác,Phim Mỹ,Phim Hành động
Timothy Woodward Jr,"Demi Moore, Donald Sutherland, Kiefer Sutherland, ",Phim Hành động,2016,weaponized,vũ khí tối mật,Phim Mỹ,Phim Hành động
Hu Guan,"Hứa Tình, Lý Dịch Phong, Ngô Phàm, Phùng Tiểu Cương, Trương Hàm Dư, ",Phim Hành động,2015,mr six,lão pháo nhi,Phim Trung Quốc,Phim Hành động
Tony Scott,"Dakota Fanning, Denzel Washington, Radha Mitchell, ",Phim Hành động,2004,man of fire ,người đỡ đạn,Phim Mỹ,Phim Hành động
Albert Hughes,"Denzel Washington, Mila Kunis, Ray Stevenson, ",Phim Hành động,2010,the book of eli,cuốn sách của eli,Phim Mỹ,Phim Hành động
Don Michael Paul,"Matt Battaglia, Morris Chestnut, Steven Seagal, ",Phim Hành động,2002,haft past dead,cận kề cái chết,Phim Mỹ,Phim Hành động
Tom Tykwer,"Armin Mueller Stahl, Clive Owen, Naomi Watts, ",Phim Hành động,2009,the international,khủng bố quốc tế,Phim Mỹ,Phim Hành động
Mario Van Peebles,"Alastair Duncan, Jackie Quinones, Wesley Snipes, ",Phim Hành động,2006,hard luck,tìm một lối thoát,Phim Mỹ,Phim Hành động
Martin Campbell,"Anthony Hopkins, Antonio Banderas, Catherine Zeta-Jones, Matthew Letscher, Stuart Wilson, ",Phim Hành động,1998,the mask of zorro,mặt nạ zorro,Phim Mỹ,Phim Hành động
Jan De Bont,"Bill Paxton, Cary Elwes, Helen Hunt, ",Phim Hành động,1996,twister,lốc xoáy,Phim Mỹ,Phim Hành động
Roland Emmerich,"Heath Ledger, Jason Isaacs, Joely Richardson, Mel Gibson, Tcheky karyo, ",Phim Hành động,2000,the patriot,nhà ái quốc,Phim Mỹ,Phim Hành động
William Kaufman,"Charlie Weber, Scott Adkins, Tom Ainsley, ",Phim Hành động,2016,jarhead 3: the siege,lính thủy đánh bộ 3: cuộc bao vây,Phim Mỹ,Phim Hành động
Han sol Shin,"Choi Yeo Jin, Jae Hee, Yun shik Baek, ",Phim Hành động,2006,the art of fighting,nghệ thuật chiến đấu,Phim Hàn Quốc,Phim Hành động
Peter Winther,"Colm Feore, Lesley Ann Brandt, Tahmoh Penikett, ",Phim Hành động,2015,painkillers,nỗi đau êm ái,Phim Mỹ,Phim Hành động
Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, ",Phim Hành động,2015,the hunger games: mockingjay part 2 ,đấu trường sinh tử: húng nhại phần 2,Phim Mỹ,Phim Hành động
Burr Steers,"Jack Huston, Lily James, Sam Riley, ",Phim Hành động,2016,pride and prejudice and zombies,kiêu hãnh và định kiến và xác ướp,Phim Mỹ,Phim Hành động
Josh C Waller,"Francisco Barreiro, Nacho Vigalondo, Zoe Bell, ",Phim Hành động,2015,camino,nhà báo camino,Phim Mỹ,Phim Hành động
Ericson Core,"Édgar Ramírez, Luke Bracey, Ray Winstone, ",Phim Hành động,2015,point break,ranh giới chết,Phim Mỹ,Phim Hành động
Gavin OConnor,"Ewan McGregor, Joel Edgerton, Natalie Portman, ",Phim Hành động,2015,jane got a gun,tay súng nữ miền tây,Phim Mỹ,Phim Hành động
Lưu Quốc Hào,"Lưu Tùng Đan, Trình Hạ, Vương Lệ Khôn, ",Phim Hành động,2013,miss assassin,hội nữ sát thủ,Phim Trung Quốc,Phim Hành động
Sheng Ding,"Huỳnh Thu Sanh, Lưu Diệp, ",Phim Hành động,2008,underdog knight,ngạnh hán,Phim Trung Quốc,Phim Hành động
Lee Jung sub,"Ji Chang Wook, Park Min young, Yoo Ji Tae, ",Phim Hành động,2014,healer,người hùng của em,Phim Hàn Quốc,Phim Hành động
Abbas Alibhai Burmawalla,"Anil Kapoor, John Abraham, Saif Ali Khan, ",Phim Hành động,2013,race 2,đường đua máu,Phim Ấn Độ,Phim Hành động
Valeri Milev,"Bruce Payne, Mark Adams, Scott Adkins, ",Phim Hành động,2015,re kill,chiến trận chống zombie,Phim Mỹ,Phim Hành động
Paul W.S. Anderson,"Emily Browning, Kiefer Sutherland, Kit Harington, ",Phim Hành động,2014,pompeii,thảm họa pompeii,Phim Mỹ,Phim Hành động
Shin yeon Won,"Jae yun Jo, Seong gyoon Kim, Seong-ha Jo, Yoo Gong, ",Phim Hành động,2014,the suspect,nghi phạm,Phim Hàn Quốc,Phim Hành động
David Lam,"Andrew Dasz, Dada Chan, Patrick Keung, ",Phim Hành động,2014,z storm,đội chống tham nhũng,Phim Trung Quốc,Phim Hành động
Cary Joji Fukunaga,"Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor, ",Phim Hành động,2015,beasts of no nation,dã thú một quốc gia,Phim Mỹ,Phim Chiến Tranh
Guy Ritchie,"Alicia Vikander, Armie Hammer, Henry Cavill, ",Phim Hành động,2015,the man from u.n.c.l.e,tổ chức bóng đêm,Phim Mỹ,Phim Hành động
Aleksander Bach,"Hannah Ware, Rupert Friend, Zachary Quinto, ",Phim Hành động,2015,hitman agent 47,sát thủ mật danh 47,Phim Mỹ,Phim Hành động
Chris Gorak,"Emile Hirsch, Max Minghell, Olivia Thirlby, ",Phim Hành động,2011,the darkest hour,thời khắc đen tối,Phim Mỹ,Phim Hành động
Baoping Cao,"Đặng Siêu, Lữ Tụng Hiền, Quách Đào, ",Phim Hành động,2015,the dead end,liệt nhật chước tâm,Phim Trung Quốc,Phim Hành động
Wes Ball,"Dylan O'Brien, Kaya Scodelario, Ki Hong Lee, ",Phim Hành động,2015,maze runner: the scorch trials,giải mã mê cung: thử nghiệm đất cháy,Phim Mỹ,Phim Hành động
Arthur Wong,"Archie Kao, Lâm Gia Đống, Nhậm Đạt Hoa, Qin Lan, Wei Liu, ",Phim Hành động,2015,ulterior motive,biệt hữu động cơ,Phim Trung Quốc,Phim Hành động
Syafiq Yusof,"Kamal Adli, Tauke Jambu, Zizan Razak, ",Phim Hành động,2014,big bro fadil,anh chàng gangster,Phim Khác,Phim Hành động
Karan Malhotra,"Akshay Kumar, Jackie Shroff, Sidharth Malhotra, ",Phim Hành động,2015,brothers,huynh đệ tương tàn,Phim Mỹ,Phim Hành động
Brett Ratner,"Chris Tucker, Jackie Chan, John Lone, ",Phim Hành động,2001,rush hour 2,giờ cao điểm 2,Phim Mỹ,Phim Hài
Trần Gia Thượng,"Huỳnh Thu Sinh, Lý Tâm Khiết, Trần Quán Hy, ",Phim Hành động,2004,a 1 headline,tuyến đầu a 1,Phim Trung Quốc,Phim Hành động
Lee Tamahori,"Ice Cube, Samuel L. Jackson, Willem Dafoe, ",Phim Hành động,2005,xxx ii state of the union,điệp viên xxx 2,Phim Mỹ,Phim Hành động
Roel Reiné,"Nathan Jones, Steve Austin, Vinnie Jones, ",Phim Hành động,2015,the condemned 2,hành trình vượt ngục,Phim Mỹ,Phim Hành động
Peyton Reed,"Corey Stoll, Michael Douglas, Paul Rudd, ",Phim Hành động,2015,ant man,người kiến,Phim Mỹ,Phim Hành động
Scott Mann,"Dave Bautista, Jeffrey Dean Morgan, Kate Bosworth, Morris Chestnut, Robert De Niro, ",Phim Hành động,2015,heist,băng cướp sòng bạc,Phim Mỹ,Phim Hành động
Fred Cavayé,"Gerard Lanvin, Gilles lellouche, Roschdy Zem, ",Phim Hành động,2010,point blank,sứ mệnh tuyệt mật,Phim Mỹ,Phim Hành động
Emile Edwin Smith,"Aqueela Zoll, Faran Tahir, Howard Gordon, Matias Ponce, Robbie Kay, ",Phim Hành động,2015,flight world war ii,bão thời gian,Phim Mỹ,Phim Chiến Tranh
Xavier Gens,"Dougray Scott, Olga Kurylenko, Timothy Olyphant, ",Phim Hành động,2007,hitman,kẻ săn người,Phim Mỹ,Phim Hành động
John Stockwell,"Cam Gigandet, Danny Trejo, Stephen Lang, ",Phim Hành động,2014,in the blood,kẻ truy sát,Phim Mỹ,Phim Hành động
Đang cập nhật,"Corinna Harney, Holly Valance, Vincent Pastore, ",Phim Hành động,2015,red herring,sát thủ,Phim Mỹ,Phim Hành động
Ernie Barbarash,"Cuba Gooding Jr., Michael Ironsid, Val Kilmer, ",Phim Hành động,2009,hardwired,chíp điện tử,Phim Mỹ,Phim Hành động
Keir Gilchrist,"Erin Karpluk, Gil Bellows, Keir Gilchrist, Ryan Robbins, Seth Green, ",Phim Hành động,2012,delete,xóa bỏ,Phim Mỹ,Phim Hành động
Camille Delamarre,"3 more credits, Adam Cooper, Bill Collage, ",Phim Hành động,2015,the transporter refueled,người vận chuyển 4,Phim Mỹ,Phim Hành động
Isaac Florentine,"Caitlin Keats, Nick Chinlund, Scott Adkins, ",Phim Hành động,2015,close range,cuộc chiến trắc ẩn,Phim Mỹ,Phim Hành động
Mamoru Oshii,"Erina Mano, Seiji Fukushi, Toshio Kakei, ",Phim Hành động,2015,the next generation patlabor tokyo war,đại chiến ở tokyo,Phim Nhật Bản,Phim Hành động
Kunal Khemu,"Kunal Khemu, Saif Ali Khan, Vir Das, ",Phim Hành động,2013,go goa gone,đảo thây ma,Phim Mỹ,Phim Hành động
Jon Hewitt,"Dominic Purcell, Robert Taylor, Viva Bianca, ",Phim Hành động,2014,turkey shoot,trò chơi chết người,Phim Mỹ,Phim Hành động
Mark Wu,"Ava Liu, Mark Wu, Ronald Cheng, ",Phim Hành động,2015,undercover duet,cảnh sát chìm,Phim Trung Quốc,Phim Hành động
Tommy Krappweis,"Christoph Maria Herbst, Jan Josef Liefers, Lilian Prent, ",Phim Hành động,2015,mara und der feuerbringer,nữ pháp sư,Phim Mỹ,Phim Hành động
Thomas Carter,"Art Evans, Eddie Murphy, James Carpenter, Kim Miyori, Michael Rapaport, ",Phim Hành động,1997,metro,cảnh sát đô thành,Phim Mỹ,Phim Hành động
Johnnie To,"Địch Long, Quách Phú Thành, Trương Mạn Ngọc, ",Phim Hành động,1993,the bare footed kid,chân không tiểu tử,Phim Trung Quốc,Phim Hành động
Gunasekhar,"Allu Arjun, Anushka Shetty, Rana Daggubati, ",Phim Hành động,2015,rudhramadevi,thần thoại,Phim Ấn Độ,Phim Hành động
Chimbudeven,"Sridevi, Sudeep, Vijay, ",Phim Hành động,2015,puli,chiến binh puli,Phim Ấn Độ,Phim Hành động
Mick Jackson,"Anne Heche, Gaby Hoffmann, Tommy Lee Jones, ",Phim Hành động,1997,volcano,núi lửa,Phim Mỹ,Phim Hành động
Antoine Fuqua,"Clive Owen, Keira Knightley, Stephen Dillane, ",Phim Hành động,2004,king arthur,hoàng đế arthur,Phim Mỹ,Phim Hành động
Steven C. Miller,"Jonathan Bennett, Rosa Salazar, Talulah Riley, ",Phim Hành động,2015,submerged,cuộc chiến sinh tồn,Phim Mỹ,Phim Hành động
Charles Burmeister,"Marg Helgenberger, Val Kilmer, Wilmer Valderrama, ",Phim Hành động,2008,columbus day,ngày lễ columbus,Phim Mỹ,Phim Hành động
Cole S. McKay,"Heather Hemmens, Xin Sarith Wuku, ",Phim Hành động,2011,the three musketeers,ngự lâm quân,Phim Mỹ,Phim Hành động
Kei Yamamura,"Hirotarô Honda, Kanon Hanakage, Nobuaki Kaneko, ",Phim Hành động,2015,nowhere girl,nữ chiến binh tokyo,Phim Nhật Bản,Phim Hành động
Tim Miller,"Morena Baccarin, Ryan Reynolds, T.J Miller, ",Phim Hành động,2016,deadpool,quái nhân,Phim Mỹ,Phim Hành động
Mark Dacascos,"Alexander Nevsky, Cary-Hiroyuki Tagawa, Casper Van Dien, ",Phim Hành động,2016,showdown in manila,cuộc chiến sinh tử tại manila,Phim Mỹ,Phim Hành động
Andrew Cymek,"Brigitte Kingsley, Julia Schneider, Landy Cannon, ",Phim Hành động,2011,dark rising summer strikes back,summer phục thù,Phim Mỹ,Phim Hành động
Yang Zhe,"Lu Jing, Peng Yu Si, Zhang Zhehao, Zhu Jiaxi, ",Phim Hành động,2015,the walking dead vs zombie,đại chiến cương thi,Phim Trung Quốc,Phim Hành động
Sujatha,"Rajinikanth, Shriya Saran, Suman, ",Phim Hành động,2007,sivaji,chuyện của sivaji,Phim Ấn Độ,Phim Hành động
Gao Qunshu,"Hạ Vũ, Ngô Kinh, Ngô Trấn Vũ, ",Phim Hành động,2012,wind blast,tây phong liệt,Phim Hồng Kong,Phim Hành động
Gordon Chan,"Maggie Q, Sean Faris, Will Yun Lee, ",Phim Hành động,2010,the king of fighters,sinh tử chiến,Phim Khác,Phim Hành động
Fangjun Liang,"Li ZhaoXian, Zhong Zhicheng, ",Phim Hành động,2008,the face for survival,giờ phút nguy cấp,Phim Trung Quốc,Phim Hành động
Lưu Mãnh,"Dương Thư, Lưu Hiểu Khiết, Trình Tố, ",Phim Hành động,2015,phoenix nirvana 2,tôi là lính đặc chủng 2,Phim Trung Quốc,Phim Hành động
Yoo In Sik,"Ahn Jae Hyun, Cha Seung Won, Go Ah Ra, Lee Seung Ki, Park Jung Min, ",Phim Hành động,2014,you’re all surrounded,chạy đâu cho thoát,Phim Hàn Quốc,Phim Hành động
Suresh,"Samantha Ruth Prabhu, Suriya, Vidyut Jamwal, ",Phim Hành động,2014,anjaan,băng đảng mumbai,Phim Ấn Độ,Phim Hành động
Đang cập nhật,"Nhậm Đạt Hoa, RenLiang Qiao, Zhang Xinyu, ",Phim Hành động,2015,magic card,chiếc thẻ ma quái,Phim Trung Quốc,Phim Hành động
Đang cập nhật,"Khương Ân Hách, Lý Ninh, Trương Vĩ Tấn, ",Phim Hành động,2015,on line,cuộc chiến cs,Phim Trung Quốc,Phim Hành động
Viên Thụ Vĩ,"Nhuế Ân, Trần Lệ Bình, Trịnh Bân Huy, ",Phim Hành động,2010,unriddle,truy tìm manh mối,Phim Đài Loan,Phim Hành động
Danny Pang,"Mã Dục Kha, Mạc Tiểu Kỳ, Ngô Hân, ",Phim Hành động,2015,blind spot,hồ sơ thám linh,Phim Trung Quốc,Phim Hành động
Chi-Leung Law,Đang cập nhật,Phim Hành động,2015,the vanished murderer,hung thủ biến mất,Phim Hồng Kong,Phim Hành động
Frank Coraci,"Adam Sandler, Jorge Garcia, Terry Crews, ",Phim Hành động,2015,the ridiculous 6,bộ 6 dở hơi,Phim Mỹ,Phim Hài
Mamoru Oshii,"Kevin Durand, Lance Henriksen, Melanie St Pierre, ",Phim Hành động,2014,garm wars: the last druid,đại chiến garm: người druid cuối cùng,Phim Mỹ,Phim Hành động
Lee Hyun Jik,"Go Joo Won, Jang Seo Hee, Song Joong Ki, Suh Ji Suk, ",Phim Hành động,2010,obstetrics and gynecology doctors,nữ bác sĩ,Phim Hàn Quốc,Phim Hành động
Oxide Chun Pang,"Giang Nhất Yến, Quách Phú Thành, Trương Gia Huy, ",Phim Hành động,2013,conspirators,cặp đôi trinh thám,Phim Hồng Kong,Phim Hành động
Steven C. Miller,"Bruce Willis, Gina Carano, Kellan Lutz, ",Phim Hành động,2015,extraction,khủng bố quốc tế,Phim Mỹ,Phim Hành động
Lý Vận Kiệt,"Hoàng Hồng Thăng, Thái Chấn Nam, Vương Dương Minh, ",Phim Hành động,2015,gatao,người trong giang hồ,Phim Trung Quốc,Phim Hành động
Han Ji Min,"Choi Jung Won, Han Ji Min, Shin Sung Woo, Won Tae Hee, Yoon Ji Min, ",Phim Hành động,2006,korea secret agency,đặc nhiệm siêu cấp,Phim Hàn Quốc,Phim Hành động
Benjamin Rocher,"Alban Lenoir, Caterina Murino, Jean Reno, ",Phim Hành động,2015,antigang,biệt đội chống gangster,Phim Mỹ,Phim Hành động
Eiichiro Hasumi,"Eita, Kiichi Nakai, Kyoko Fukada, ",Phim Hành động,2011,wild 7,thất cảnh đặc nhiệm,Phim Nhật Bản,Phim Hành động
John Lyde,"Danielle Chuchran, Dolph Lundgren, Matthew Reese, ",Phim Hành động,2015,riot,nhà giam địa ngục,Phim Mỹ,Phim Hành động
Hao Sun,"Chen Bolin, Qiao Zhenyu, Shin Hyun Joon, Son Ye Jin, Xuwen Yang, ",Phim Hành động,2015,bad guys always die,kẻ xấu luôn phải chết,Phim Hàn Quốc,Phim Hành động
Rod Lurie,"Josh Hartnett, Kathryn Morris, Samuel L. Jackson, ",Phim Hành động,2007,resurrecting the champ,tìm lại vinh quang,Phim Mỹ,Phim Hành động
Jerry Jameson,"David Oyelowo, Kate Mara, Mimi Rogers, ",Phim Hành động,2015,captive,giam cầm,Phim Mỹ,Phim Hành động
Lawrence Roeck,"Camilla Belle, Scott Eastwood, Walton Goggins, ",Phim Hành động,2015,diablo,con đường cùng,Phim Mỹ,Phim Hành động
James Wiseman,"Ben Collins, Evangelos Grecos, Peter Miles, ",Phim Hành động,2015,ben collins stunt driver,làm chủ đường đua,Phim Mỹ,Phim Hành động
Breck Eisner,"Elijah Wood, Rose Leslie, Vin Diesel, ",Phim Hành động,2015,the last witch hunter,chiến binh săn phù thủy,Phim Mỹ,Phim Hành động
Kimo Stamboel,"Kazuki Kitamura, Oka Antara, Rin Takanashi, ",Phim Hành động,2014,killers,kẻ giết thuê,Phim Nhật Bản,Phim Hành động
Danny Albury,"Cengiz Dervis, Dan Richardson, Hugh Quarshie, ",Phim Hành động,2015,retribution,giao dịch sinh tử,Phim Mỹ,Phim Hành động
Javier Ruiz Caldera,"Carlos Areces, Quim Gutiérrez, Rossy de Palma, ",Phim Hành động,2015,spy time,đặc vụ ngầm,Phim Mỹ,Phim Hành động
Brian De Palma,"Emmanuelle Beart, Jon Voight, Tom Cruise, ",Phim Hành động,1996,mission impossible,nhiệm vụ bất khả thi,Phim Mỹ,Phim Hành động
J.J. Abrams,"Michelle Monaghan, Tom Cruise, Ving Rhames, ",Phim Hành động,2006,mission impossible 3,nhiệm vụ bất khả thi 3,Phim Mỹ,Phim Hành động
John Woo,"Dougray Scott, Thandie Newton, Tom Cruise, ",Phim Hành động,2000,mission impossible 2,nhiệm vụ bất khả thi 2,Phim Mỹ,Phim Hành động
Renny Harlin,"John Cena, Luke Albright, Michael Arnona, ",Phim Hành động,2009,12 rounds,12 vòng sinh tử,Phim Mỹ,Phim Hành động
Kevin Carraway,"Max Ryan, Michael Jai White, Steve Austin, ",Phim Hành động,2015,chain of command,lệnh dây chuyền,Phim Mỹ,Phim Hành động
Vijayendra Prasad,"Anushka Shetty, Prabhas, Rana Daggubati, ",Phim Hành động,2015,baahubali the beginning,sử thi baahubali khởi nguyên,Phim Ấn Độ,Phim Hành động
Chris Bell,"Chris Bell, Jesse Birdsall, Ross Boatman, ",Phim Hành động,2015,essex boys law of survival,luật sống còn,Phim Mỹ,Phim Hành động
Sam Mendes,"Christoph Waltz, Daniel Craig, Léa Seydoux, ",Phim Hành động,2015,spectre,điệp viên 007: bóng ma,Phim Mỹ,Phim Hành động
Josh Trank,"Kate Mara, Michael B. Jordan, Miles Teller, ",Phim Hành động,2015,fantastic four,bộ tứ siêu đẳng 3,Phim Mỹ,Phim Hành động
Bobby Lee Darby,"Daniel Cudmore, Jonathan Good, Roger R Cross, ",Phim Hành động,2015,12 rounds 3 lockdown,12 vòng sinh tử 3 phong tỏa,Phim Mỹ,Phim Hành động
Brett Kelly,"Andrew Galligan, Kevin Sorbo, Peter Fonda, ",Phim Hành động,2015,jesse james lawman,thị trấn tội ác,Phim Mỹ,Phim Hành động
M Raja,"Hansika Motwani, Vijay, ",Phim Hành động,2011,velayudham,siêu anh hùng velayudam,Phim Ấn Độ,Phim Hài
David Ayer,"Arnold Schwarzenegger, Joe Manganiello, Josh Holloway, Mireille Enos, ",Phim Hành động,2014,sabotage,nhiệm vụ cuối cùng,Phim Mỹ,Phim Hành động
Jung Yeon Sik,"Kim Sun A, Ma dong seok, Shin Jung Keun, ",Phim Hành động,2013,the five,thực thi công lý,Phim Hàn Quốc,Phim Hành động
Ringo Lam,"Cổ Thiên Lạc, Đồng Lệ Á, ",Phim Hành động,2015,wild city,mê thành,Phim Hồng Kong,Phim Hành động
Hoàng Minh Thăng,"Hồng Thiên Chiếu, Lâm Chí Dĩnh, Mã Tô, ",Phim Hành động,2015,city hunter,thợ săn thành phố,Phim Đài Loan,Phim Hành động
Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson, ",Phim Hành động,2008,death race,cuộc đua tử thần,Phim Mỹ,Phim Hành động
Courtney Solomon,"Ethan Hawke, Jon Voight, Selena Gomez, ",Phim Hành động,2013,getaway,tẩu thoát nhanh,Phim Mỹ,Phim Hành động
George Miller,"Charlize Theron, Nicholas Hoult, Tom Hardy, ",Phim Hành động,2015,mad max fury road,max điên cuồng con đường tử thần,Phim Mỹ,Phim Hành động
Roland Emmerich,"Bill Pullman, Jeff Goldblum, Will Smith, ",Phim Hành động,1996,independence day,ngày độc lập,Phim Mỹ,Phim Hành động
Jonathan Brackley,"Kit Harington, Lara Pulver, Tuppence Middleton, ",Phim Hành động,2015,spooks: the greater good,điệp viên siêu đẳng,Phim Mỹ,Phim Hành động
Kriv Stenders,"Callan Mulvey, Simon Pegg, Teresa Palmer, ",Phim Hành động,2014,kill me three times,ba lần chết hụt,Phim Mỹ,Phim Hành động
Johnnie To,"Andy On, Ching Wan Lau, Ka Tung Lam, ",Phim Hành động,2007,mad detective,mật vụ điên,Phim Hồng Kong,Phim Hành động
Lauren De Normandie,"Mischa Barton, Timothy Woodward Jr, Tom Sizemore, ",Phim Hành động,2015,swat: unit 887,đội đặc nhiệm đơn vị 887,Phim Mỹ,Phim Hành động
Jay Martin,"Jason Ritter, Leven Rambin, Luke Mitchell, ",Phim Hành động,2014,7 minutes,7 phút,Phim Mỹ,Phim Hành động
Hứa Thành Nghị,"Bạch Bách Hà, Chung Hán Lương, Tỉnh Bách Nhiên, ",Phim Hành động,2015,monster hunt,truy lùng quái yêu,Phim Trung Quốc,Phim Cổ Trang
R.L. Scott,"Amin Joseph, Bai Ling, Chris Mulkey, ",Phim Hành động,2015,call me king,gọi ta là vua,Phim Mỹ,Phim Hành động
Sai Kishore Macha,"Allari Naresh, Banerji, Sakshi Choudhary, ",Phim Hành động,2015,james bond,cô dâu điệp viên,Phim Ấn Độ,Phim Hài
Ken Sanzel,"Freida Pinto, Mickey Rourke, Ryan Kwanten, ",Phim Hành động,2015,blunt force trauma,lực lượng cận chiến,Phim Mỹ,Phim Hành động
Buz Alexander,"Estella Warren, Massimo Dobrovic, Mike Doyle, ",Phim Hành động,2015,nocturna,hậu duệ dracula,Phim Mỹ,Phim Hành động
Tôn Khải Khải,"Tôn Kiên, Trịnh Thanh Văn, Vũ Đình Nhi, ",Phim Hành động,2013,nạp thiếp ký,phong hỏa truyền kỳ,Phim Trung Quốc,Phim Hành động
Đang cập nhật,"Arisa Komiya, Katsuhiro Suzuki, Ryôma Baba, ",Phim Hành động,2015,garo: gold storm,kỵ sĩ ma giới: cơn bão hoàng kim,Phim Nhật Bản,Phim Hành động
Christopher McQuarrie,"Jeremy Renner, Rebecca Ferguson, Tom Cruise, ",Phim Hành động,2015,mission impossible 5: rogue nation,nhiệm vụ bất khả thi 5: quốc gia bí ẩn,Phim Mỹ,Phim Hành động
Brad Peyton,"Alexandra Daddario, Carla Gugino, Dwayne Johnson, ",Phim Hành động,2015,san andreas,khe nứt san andreas,Phim Mỹ,Phim Hành động
Raimund Huber,"Daniel Patrick O'Neill, Gwion Jacob Miles, Priya Suandokemai, ",Phim Hành động,2009,bangkok adrenaline,đặc khu bangkok,Phim Thái Lan,Phim Hành động
Haiqiang Ning,"Guoqiang Tang, Zeru Tao, Zhibing Liu, ",Phim Hành động,2015,the hundred regiments offensive,bách đoàn đại chiến,Phim Trung Quốc,Phim Chiến Tranh
Shinsuke Sato,"Chiaki Kuriyama, Jun'ichi Okada, Nana Eikura, ",Phim Hành động,2013,library wars,cuộc chiến ngôn luận,Phim Nhật Bản,Phim Hành động
Koichi Sakamoto,"Mami Abe, Ryohei Abe, Sanae Hitomi, ",Phim Hành động,2014,the end of the beginning,đặc vụ quyến rũ,Phim Nhật Bản,Phim Hành động
Timothy Woodward Jr,"Danny Trejo, Dolph Lundgren, Johnny Messner, ",Phim Hành động,2015,4got10,ác chiến nơi hoang mạc,Phim Mỹ,Phim Hành động
Jo Nam Kook,"Lee Bum Soo, Seo Ye ji, Yoon Kye Sang, ",Phim Hành động,2015,last,cú chốt,Phim Hàn Quốc,Phim Hành động
Lee Hyung Sun,"Han Chae Young, Han Go Eun, Kim Min Jong, Song Il Kook, Yoo In Young, ",Phim Hành động,2010,a man called god,sát thủ hào hoa,Phim Hàn Quốc,Phim Hành động
Dong hoon Choi,"Gianna Jun, Jeon Ji Hyun, Lee Jung Jae, ",Phim Hành động,2015,assassination,sứ mệnh truy sát,Phim Hàn Quốc,Phim Hành động
Scott Cooper,"Benedict Cumberbatch, Dakota, Johnny Depp, ",Phim Hành động,2015,black mass,trùm xã hội đen,Phim Mỹ,Phim Hài
Jerry Dugan,"Dolph Lundgren, Sara Malakul Lane, ",Phim Hành động,2015,shark lake,săn cá mập,Phim Mỹ,Phim Hành động
Andrew Niccol,"Amanda Seyfried, Cillian Mur, Justin Timberlake, ",Phim Hành động,2011,in time,thời khắc sinh tử,Phim Mỹ,Phim Hành động
Wych Kaosayananda,"Dustin Nguyễn, Sahajak Boonthanakit, Scott Adkins, ",Phim Hành động,2015,zero tolerance,không dung thứ,Phim Mỹ,Phim Hành động
Jalmari Helander,"Onni Tommila, Ray Stevenson, Samuel L. Jackson, Victor Garber, ",Phim Hành động,2014,big game,săn lùng,Phim Mỹ,Phim Hành động
