daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Lưu Phùng Thanh,"Cam Đình Đình, Mễ Tuyết, Nghê Tề Dân, Trịnh Gia Dĩnh, ",Phim Cổ Trang,2012,mystery in the palace,thâm cung thần bí,Phim Trung Quốc,Phim Cổ Trang
Kim Siêu Quần,"Hà Gia Kính, Kim Siêu Quần, Phạm Hồng Hiên, Thôi Ba, Vương Sa Sa, ",Phim Cổ Trang,2013,tân bao thanh thiên,khai phong kỳ án,Phim Trung Quốc,Phim Cổ Trang
Huỳnh Vĩ Thanh,"Chu Nhân, Ngô Kỳ Long, Vu Ba, ",Phim Cổ Trang,2001,tiêu thập nhất lang,bảo đao tầm chủ,Phim Trung Quốc,Phim Cổ Trang
Kim Jin Min,"Hong Ah Reum, Joo Hyun, Jung Bo Suk, Kim Joo Hyuk, Kim Kyu Ri, Park Sang Myun, ",Phim Cổ Trang,2012,god of war,võ thần,Phim Trung Quốc,Phim Chiến Tranh
Đang cập nhật,"Lâm Gia Hoa, Quách tấn an, Tiết Gia Ngưng, Xa Thi Mạn, ",Phim Cổ Trang,2010,thẩm tử quan,tân trạng sư tống thế kiệt,Phim Trung Quốc,Phim Cổ Trang
Hoàng Phi,"Liên Khải, Lương Tiểu Băng, Lý San San, Ôn Bích Hà, Vu Ba, ",Phim Cổ Trang,2004,shadow of paradise,ảo ảnh thần châm,Phim Đài Loan,Phim Cổ Trang
Mã Sở Thành,"Hồ Ca, Ngô Tôn, Thái Trác Nghiên, ",Phim Cổ Trang,2008,butterfly lovers,chuyện tình kiếm khách,Phim Trung Quốc,Phim Cổ Trang
Feng Xiao Gang,"Châu Tấn, Chương Tử Di, Huỳnh Hiểu Minh, Ngô Ngạn Tổ, ",Phim Cổ Trang,2013,the banquet,dạ yến,Phim Trung Quốc,Phim Cổ Trang
Lee Myung Woo,"Jin Ji Hee, Jung Kyung Ho, Jung Ryu Won, Kang Soo Han, Lee Young Yoo, Park Min young, ",Phim Cổ Trang,2009,princess ja myung go,gia minh tình sử,Phim Hàn Quốc,Phim Cổ Trang
Hoàng Tổ QuyềnNguyên Bân,"Cống Mễ, Đường Yên, Hoắc Kiến Hoa, Hoàng Minh, Vương Dương, Vương Tinh Luân, ",Phim Cổ Trang,2014,perfect couple,kim ngọc lương duyên,Phim Trung Quốc,Phim Cổ Trang
Lý Thiêm Thắng,"Huỳnh Nhật Hoa, Mao Thuần Quân, ",Phim Cổ Trang,2000,the sword stained with royal blood,bích huyết kiếm,Phim Trung Quốc,Phim Cổ Trang
Choi Joon BaeLee Sang Yeob,"Jo Hyun Jae, Jun Tae Soo, Lee Jae Ryong, Myung Se Bin, Seo Hyun Jin, Seo Woo, Yoon Tae Young, ",Phim Cổ Trang,2014,king's daughter su baek hyang,công chúa lạc nhân gian,Phim Hàn Quốc,Phim Cổ Trang
Philipp Stölzl,"Ben Kingsley, Emma Rigby, Stellan Skarsgård, ",Phim Cổ Trang,2013,the physician,thánh y,Phim Mỹ,Phim Chiến Tranh
Park Hong Kyun,"Koh Hyun Jung, Lee Yo Won, Park Ye-Jin, Uhm Tae Woong, ",Phim Cổ Trang,2009,queen seondeok,công chúa song sinh,Phim Hàn Quốc,Phim Chiến Tranh
Đang cập nhật,"Giang Vỹ Tín, Hứa Tú Niên, Vương Cảnh Hào, ",Phim Cổ Trang,2005,bát tiên truyền kỳ,bát tiên đại chiến bạch xà tinh,Phim Đài Loan,Phim Cổ Trang
Đàm Hữu Nghiệp,"Chu Lệ Kì, Kiều Chấn Vũ, Lưu Dĩnh, Lưu Đức Khải, Lưu Nãi Nghệ, Trịnh Thiếu Thu, Trương Bình, ",Phim Cổ Trang,2009,the book and the sword,thư kiếm ân thù lục,Phim Trung Quốc,Phim Cổ Trang
Lý Chiêm Thắng,"Giang Hoa, Lâm Gia Đống, Ngô Mỹ Hạnh, Quan Bữu Tuệ, Xa Thi Mạn, ",Phim Cổ Trang,2000,bích huyết kiếm,khí phách anh hùng,Phim Trung Quốc,Phim Cổ Trang
Lưu Gia Tĩnh,"Lâm Tử Thông, Lưu Đình Vũ, Mục Đình Đình, Trần Tử Hàm, Trần Uy Hàn, ",Phim Cổ Trang,2014,new mad monk,quỷ diện quan âm,Phim Hàn Quốc,Phim Cổ Trang
Shin Chang seok,"Choi Soo Jong, Kim Yoo Suk, No Young Hak, Park Joo Mi, ",Phim Cổ Trang,2012,the great kings dream,giấc mộng hoàng đế,Phim Hàn Quốc,Phim Cổ Trang
Jang Tae Yoo,"Han Suk Kyu, Jang Hyuk, Shin Se Kyung, ",Phim Cổ Trang,2011,tree with deep roots,niềm đau nghĩa tình,Phim Hàn Quốc,Phim Cổ Trang
Lee Byung Hoon,"Bae Soo Bin, Han Hyo Joo, Ji Jin Hee, Lee So yeon, Park Ha Sun, ",Phim Cổ Trang,2010,dong yi,hoàng cung dậy sóng,Phim Hàn Quốc,Phim Cổ Trang
Huỳnh Tổ Quyền,"Cao Sản, Đỗ Chí Quốc, Kỳ Soái, Ngô Kiệt, Phó Diệu, ",Phim Cổ Trang,2013,xue dingshan,tân tiết đinh san,Phim Trung Quốc,Phim Cổ Trang
Lý Hàn Thao,"Bồ Ba Giáp, Trương Duệ, Trương Vệ Kiện, ",Phim Cổ Trang,2012,hero sui and tang dynasties,anh hùng trình giảo kim,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Chu Phóng, Hàn Đống, Quách Đông Đông, Thích Tích, Tống Dật, Triệu Lệ Dĩnh, ",Phim Cổ Trang,2014,cuo dian yuan yang,se nhầm nhân duyên,Phim Trung Quốc,Phim Cổ Trang
Lưu Gia Hào,"Châu Huệ Mẫn, La Gia Lương, Lưu Tích Minh, Quan Tú Mi, Trương Triệu Huy, ",Phim Cổ Trang,1990,sctv11,u kim huyết kiếm,Phim Khác,Phim Cổ Trang
Cúc Giác Lượng,"Long Thiên Tường, Lưu Ngọc Đình, Trương Vệ Kiện, ",Phim Cổ Trang,1999,swordsman,đao ca đoản đao hiệp sĩ,Phim Trung Quốc,Phim Cổ Trang
Lý Tuệ Châu,"Đỗ Thuần, Hà Thịnh Minh, Thư Sướng, Viên San San, ",Phim Cổ Trang,2012,palace ii,cung toả châu liêm,Phim Trung Quốc,Phim Cổ Trang
Lý Tuệ Châu,"Huỳnh Hải Băng, Lưu Hiểu Khánh, Trịnh Thoại Hiểu, Trương Vệ Kiện, ",Phim Cổ Trang,2014,hero sui and tang dynasties iii,tùy đường anh hùng 3,Phim Trung Quốc,Phim Cổ Trang
Ngô Gia Đãi,"Lưu Đào, Lưu Hy Viên, Lưu Tiểu Phong, Phan Việt Minh, Tạ Ninh, Trần Tử Hàm, ",Phim Cổ Trang,2006,madame white snake,bạch xà truyện,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"ôn Phi Phi, Quách Khải Mẫn, Sa Dật, Trương Thiết Lâm, ",Phim Cổ Trang,2013,htv7,mẫu đơn đình,Phim Trung Quốc,Phim Cổ Trang
Kittiphak Thongauam,"Araya A. Hargate, Pattarasaya Kreuasuwansri, Thanawat Sutat Na Ayutthaya, ",Phim Hài,2019,tootsies and the fake,thế thân bá đạo,Phim Thái Lan,Phim Hài
Lữ Kiến Minh,"Chae Rim, Kiều Chấn Vũ, Mông Gia Tuệ, Trương Gia Huy, ",Phim Cổ Trang,2005,princess sheng ping,tuý đả kim chi,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Martin Lawrence, Vanessa Hudgens, Will Smith, ",Phim Hài,2020,bad boys for life,những gã trai hư trọn đời,Phim Mỹ,Phim Hài
Đang cập nhật,"Ngô Khảng Nhân, Thiệu Vũ Vi, Tiểu Lạc, Tiểu Man, Trần Nãi Vinh, ",Phim Hài,2017,the perfect match,cực phẩm xứng đôi,Phim Trung Quốc,Phim Hài
Đang cập nhật,"Huỳnh Gia Lạc, Lâm Tâm Như, Lưu Đào, Nghiêm Khoan, ",Phim Cổ Trang,2012,mazu,ma tổ,Phim Trung Quốc,Phim Cổ Trang
Quách Bảo Xương,"Dương Mịch, Đường Nhất Phi, Phùng Thiệu Phong, ",Phim Cổ Trang,2012,legend of the military seal,hổ phù truyền kỳ,Phim Trung Quốc,Phim Cổ Trang
Tracy Bitterolf,"Alison Fernandez, Bryana Salaz, Symera Jackson, ",Phim Hài,2020,team kaylie part 3,biệt đội kaylie 3,Phim Mỹ,Phim Hài
Lee Joon-ik,"Jung Jin Young, Lee Moon-sik, Ryu Seung Ryong, ",Phim Hài,2011,battlefield heroes,anh hùng xung trận,Phim Hàn Quốc,Phim Chiến Tranh
Kim Tae Yoon,"Kal So-Won, Kim Seo Hyung, Lee Sung-min, ",Phim Hài,2020,mr. zoo: the missing vip,quý ông sở thú,Phim Hàn Quốc,Phim Hài
Guy Ritchie,"Charlie Hunnam, Colin Farrell, Matthew McConaughey, ",Phim Hài,2019,the gentlemen,quý ông thế giới ngầm,Phim Mỹ,Phim Hài
Won-sub Choi,"Jun-ho Jeong, Sang Woo Kwon, Woo-seul-hye Hwang, ",Phim Hài,2020,hitman: agent jun,sát thủ vô cùng cực,Phim Hàn Quốc,Phim Hài
Kwon Ik Joon,"Choi Young Jae, Park Se Wan, Shin Hyeon Seung, ",Phim Hài,2021, so not worth it,ước gì ngày mai tận thế,Phim Hàn Quốc,Phim Hài
Yongsu,"Jo Jin Woong, Kim Joon, Kim Sa Rang, ",Phim Hài,2019,man of men,ông bạn găng-tơ,Phim Hàn Quốc,Phim Hài
Oliver Dommenget,"Marie-Lou Bäumer, Oliver Mommsen, Valerie Niehaus, ",Phim Hài,2012,mich gibt's nur zweimal,người mẹ robot,Phim Khác,Phim Hài
Đang cập nhật,"John Cleland, Kyle Dooley, Rupert Degas, ",Phim Hài,2021,alien tv s02,truyền hình ngoài hành tinh 2,Phim Mỹ,Phim Hài
Savage Steve Holland,"Breanna Yde, Jackie R. Jacobson, Ricardo Hurtado, ",Phim Hài,2019,malibu rescue,đội cứu hộ malibu,Phim Mỹ,Phim Hài
Lý Tuệ Châu,"Dương Cung Như, Dương Dung, Kim Thế Giai, La Tấn, Mễ Nhiệt, Trương Triết Hạn, Viên San San, ",Phim Hài,2014,cosmetology high,kiệt tác mỹ nhân,Phim Trung Quốc,Phim Cổ Trang
Chris Addison,"Alex Sharp, Anne Hathaway, Rebel Wilson, ",Phim Hài,2019,the hustle,quý cô lừa đảo,Phim Mỹ,Phim Hài
Quentin Tarantino,"Brad Pitt, Leonardo DiCaprio, Margot Robbie, ",Phim Hài,2019,once upon a time in hollywood,chuyện ngày xưa ở… hollywood,Phim Mỹ,Phim Hài
Đang cập nhật,"Bryana Salaz, Rosa Blasi, Symera Jackson, ",Phim Hài,2019,team kaylie,biệt đội kaylie,Phim Mỹ,Phim Hài
Kate Melville,"Chad Connell, Marco Grazzini, Tiya Sircar, ",Phim Hài,2019,good sam,món quà bí ẩn,Phim Mỹ,Phim Hài
Tracy Bitterolf,"Alison Fernandez, Bryana Salaz, Symera Jackson, ",Phim Hài,2019,team kaylie part 2,biệt đội kaylie 2,Phim Mỹ,Phim Hài
Amy Poehler,"Amy Poehler, Ana Gasteyer, Rachel Dratch, ",Phim Hài,2019,wine country,đất nước rượu vang,Phim Mỹ,Phim Hài
Jessie Nelson,"Amanda Seyfried, Diane Keaton, John Goodman, Marisa Tomei, Olivia Wilde, ",Phim Hài,2015,love the coopers,giáng sinh nhớ đời,Phim Mỹ,Phim Hài
Hugh Wilson,"G.W. Bailey, Kim Cattrall, Steve Guttenberg, ",Phim Hài,1984,police academy,học viện cảnh sát,Phim Mỹ,Phim Hài
Jerry Paris,"Bubba Smith, David Graf, Steve Guttenberg, ",Phim Hài,1985,police academy 2: their first assignment,học viện cảnh sát 2,Phim Mỹ,Phim Hài
Alan Myerson,"Bubba Smith, David Graf, Michael Winslow, ",Phim Hài,1988,police academy 5: assignment: miami beach,học viện cảnh sát 5,Phim Mỹ,Phim Hài
Jerry Paris,"Bubba Smith, David Graf, Steve Guttenberg, ",Phim Hài,1986,police academy 3: back in training,học viện cảnh sát 3,Phim Mỹ,Phim Hài
Alan Metter,"G.W. Bailey, George Gaynes, Michael Winslow, ",Phim Hài,1994,police academy 7: mission to moscow,học viện cảnh sát 7,Phim Mỹ,Phim Hài
Jim Drake,"Bubba Smith, Michael Winslow, teve Guttenberg, ",Phim Hài,1987,police academy 4: citizens on patrol,học viện cảnh sát 4,Phim Mỹ,Phim Hài
Ronnie Thompson,"Joely Richardson, Matthew Goode, Stephen Moyer, ",Phim Hài,2017,the hatton garden,băng trộm già gân,Phim Mỹ,Phim Hài
Todd Phillips,"Amy Smart, Breckin Meyer, Seann William Scott, ",Phim Hài,2000,road trip,con đường tình dục,Phim Mỹ,Phim Hài
Jeff Schaffer,"Jacob Pitts, Michelle Trachtenberg, Scott Mechlowicz, ",Phim Hài,2004,eurotrip,chuyến du lịch châu âu,Phim Mỹ,Phim Hài
Nhan Phi,"Thẩm Đằng, Tống Vân Hoa, Trương Nhất Minh, Trương Thần Quang, ",Phim Hài,2018,hello mr. billionaire,"xin chào, quý ông tỷ phú",Phim Trung Quốc,Phim Hài
Heather Wordham,"Isabel May, Jolie Jenkins, Paris Berelc, ",Phim Hài,2018,alexa & katie,alexa và katie,Phim Mỹ,Phim Hài
William Bindley,"K.J. Apa, Maia Mitchell, Norman Johnson Jr., ",Phim Hài,2019,the last summer,mùa hè năm ấy,Phim Mỹ,Phim Hài
Quản Kiện Hùng,"Bách Trí Kiệt, Đồ Họa, Đới Cảnh Diệu, Hoàng Phủ Kiệt, Hướng Hạo, Lý Thụy Văn, Sử Thanh Nghiên, Tăng Mộng Tuyết, Trương Dục Phong, ",Phim Hài,2019,cupid of chou dynasty,đệ nhất mai mối,Phim Trung Quốc,Phim Cổ Trang
Nzingha Stewart,"Angela Kinsey, Ava Michelle, Sabrina Carpenter, ",Phim Hài,2019,tall girl,cô nàng cao kều,Phim Mỹ,Phim Hài
Heather Wordham,"Isabel May, Jolie Jenkins, Paris Berelc, ",Phim Hài,2019,alexa & katie season 2,alexa và katie 2,Phim Mỹ,Phim Hài
Cyril Sebas,"Philippe Cura, Thaïs Kirby, Vincent Lagaf, ",Phim Hài,2010,le baltringue,đặc vụ bất đắc dĩ,Phim Pháp,Phim Hài
Stuart Acher,"Joel David Moore, Madeline Zima, ",Phim Hài,2017,the morning after,buổi sáng hôm sau,Phim Mỹ,Phim Hài
Leslie Small,"Andy Allo, Deon Cole, Keke Palmer, ",Phim Hài,2020,2 minutes of fame,2 phút nổi tiếng,Phim Mỹ,Phim Hài
Châu Tinh Trì,"Cổ Tĩnh Văn, Trương Toàn Đản, Vương Bảo Cường, ",Phim Hài,2019,the new king of comedy,tân vua hài kịch,Phim Trung Quốc,Phim Hài
Kang Hyo-jin,"Cha Tae Hyun, Im Chul Hyung, Ji Seung Hyun, Jung Sang Hoon, Lee Sun Bin, Yoon Gyung Ho, ",Phim Hài,2020,team bulldog: off-duty investigation,biệt đội chó bull: điều tra ngoài giờ,Phim Hàn Quốc,Phim Hài
Ivan Reitman,"Anna Faris, Luke Wilson, Uma Thurman, ",Phim Hài,2006,my super ex girlfriend,yêu nhầm hoạn thư,Phim Mỹ,Phim Hài
Jaime Maestro,"Emily Blunt, Ian McKellen, John Krasinski, ",Phim Hài,2017,animal crackers,bánh quy thú: gánh xiếc phép thuật,Phim Mỹ,Phim Hài
Kelly Asbury,"Kelly Clarkson, Nick Jonas, ",Phim Hài,2019,ugly dolls,hội thú bông ngộ nghĩnh,Phim Mỹ,Phim Hài
Charlie Day,"Ashly Burch, Jessie Ennis, Rob McElhenney, ",Phim Hài,2020,mythic quest: raven's banquet,sứ mệnh thần thoại: bữa tiệc của bầy quạ,Phim Mỹ,Phim Hài
Miguel Arteta,"Destiny Adams, Salma Hayek, Tiffany Haddish, ",Phim Hài,2020,like a boss,sếp trùm,Phim Mỹ,Phim Hài
Heather Wordham,"Isabel May, Jolie Jenkins, Paris Berelc, ",Phim Hài,2020,alexa & katie season 4,alexa và katie 4,Phim Mỹ,Phim Hài
Michael Showalter,"Issa Rae, Kumail Nanjiani, Paul Sparks, ",Phim Hài,2020,the lovebirds,yêu là tội,Phim Mỹ,Phim Hài
Alexs Stadermann,"Adriane Daff, Akmal Saleh, Alexs Stadermann, ",Phim Hài,2020,100 percent wolf,sói 100%,"
								",Phim Hài
Dương Tiểu Ba,"Cống Mễ, Mễ Nhiệt, ",Phim Hài,2020,for married doctress,thế gả công chúa,Phim Trung Quốc,Phim Cổ Trang
Khâu Lễ Đào,"Cổ Thiên Lạc, Huỳnh Thu Sinh, Lâm Tuyết, Ngô Trấn Vũ, Viên Vịnh Nghi, ",Phim Hài,2019,a home with a view,chiếc biển quảng cáo tai quái,Phim Hồng Kong,Phim Hài
Michael Dowse,"Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, ",Phim Hài,2020,coffee & kareem,coffee & kareem,Phim Mỹ,Phim Hài
Đang cập nhật,"Hình Chiêu Lâm, Hoàng Nhất Lâm, Khưu Sĩ Luân, Lưu Nhất Đồng, Lý Hạc, Nhiếp Tử Hạo, Tiếu Yến, ",Phim Hài,2020,marry me,ba lần gả trêu ghẹo lòng quân,Phim Trung Quốc,Phim Cổ Trang
Prueksa Amaruji,"Pachara Chirathivat, Pramote Pathan, Sananthachat Thanapatpisal, ",Phim Hài,2018,bikeman,nam thần xe ôm,Phim Thái Lan,Phim Hài
Hajime Hashimoto,"Atsushi Arai, Fumika Shimizu, Kaho Minami, ",Phim Hài,2015,zutaboro,băng đảng trẻ trâu,Phim Nhật Bản,Phim Hài
Ai Yanru,"Lâm Tử Thông, Xin Zer Tan, Yihan Zhao, ",Phim Hài,2020,hey！little bones,này! tiểu cốt đầu,Phim Trung Quốc,Phim Cổ Trang
Jiang Liu,"Cư Văn Phái, Nhậm Chính Bân, Phạm Vĩ, ",Phim Hài,2008,set off,hôm nay khởi hành,Phim Trung Quốc,Phim Hài
Heather Wordham,"Isabel May, Paris Berelc, Tiffani Thiessen, ",Phim Hài,2020,alexa & katie season 3,alexa và katie 3,Phim Mỹ,Phim Hài
Chen Si Cheng,"Trình Tiêu, Trương Quân Ninh, Zheyuan Chen, ",Phim Hài,2020,detective chinatown,thám tử phố tàu,Phim Trung Quốc,Phim Hài
Chris Butler,"Hugh Jackman, Zach Galifianakis, Zoe Saldana, ",Phim Hài,2019,missing link,hành trình bí ẩn,Phim Mỹ,Phim Hài
Deok Noh,"Jung-suk Jo, Lee Hana, Sung-Woo Bae, ",Phim Hài,2015,the exclusive: beat the devil's tattoo,vụ án chấn động,Phim Hàn Quốc,Phim Hài
Từ Khắc,"Hứa Quán Anh, Hứa Quán Kiệt, Mạch Gia, Tào Đạt Hoa, Trương Ngải Gia, ",Phim Hài,1984,aces go places 3,đối tác ăn ý 3,Phim Hồng Kong,Phim Hài
Ringo Lam,"Hứa Quán Anh, Hứa Quán Kiệt, Mạch Gia, Tào Đạt Hoa, Trương Ngải Gia, ",Phim Hài,1986,aces go places 4,đối tác ăn ý 4,Phim Hồng Kong,Phim Hài
Chia-Liang Liu,"Hứa Quán Anh, Hứa Quán Kiệt, Mạch Gia, Tào Đạt Hoa, Trương Ngải Gia, ",Phim Hài,1989,aces go places 5,đối tác ăn ý 5,Phim Hồng Kong,Phim Hài
Vương Tinh,"Chu Lệ Kỳ, Chung Tử Ðơn, Mao Thuần Quân, Ngô Quân Như, Vương Tinh, ",Phim Hài,2020,enter the fat dragon,phì long quá giang,Phim Hồng Kong,Phim Hài
Jeong-Yeol Choi,"Dong seok Ma, Hae-In Jung, Sung-eun Choi, ",Phim Hài,2019,start up,trẻ trâu khởi nghiệp,Phim Hàn Quốc,Phim Hài
Greg Tiernan,"Charlize Theron, Chloë Grace Moretz, Oscar Isaac, ",Phim Hài,2019,the addams family,gia đình addams,Phim Mỹ,Phim Hài
Yoon Je-kyoon,"Jeong Un‑taek, Jung Joon Ho, Jung Woong In, Oh Seung‑eun, ",Phim Hài,2001,"my boss, my hero",đại ca tôi đi học,Phim Hàn Quốc,Phim Hài
Taika Waititi,"Roman Griffin Davis, Scarlett Johansson, Thomasin McKenzie, ",Phim Hài,2019,jojo rabbit,nhóc jojo,Phim Mỹ,Phim Chiến Tranh
Andy Fickman,"John Cena, John Leguizamo, Keegan Michael Key, ",Phim Hài,2019,playing with fire,đùa với lửa,Phim Mỹ,Phim Hài
Tom Oesch,"Angélica Celaya, James Jurdi, Tom Everett Scott, ",Phim Hài,2018,danger one,lựa chọn sai lầm,Phim Mỹ,Phim Hài
Oliver Parker,"Dominic West, Rosamund Pike, Rowan Atkinson, ",Phim Hài,2011,johnny english reborn,điệp viên không không thấy 2: tái xuất johnny,Phim Mỹ,Phim Hài
Jason Reitman,"Charlize Theron, Colleen Wheeler, Mackenzie Davis, Mark Duplass, Ron livingston, ",Phim Hài,2018,tully ,cuộc chiến bỉm sữa,Phim Mỹ,Phim Hài
Susanna Fogel,"Blanka Györfi-Tóth, Justin Theroux, Vilma Szécsi, ",Phim Hài,2018,the spy who dumped me,bạn trai cũ tôi là điệp viên,Phim Mỹ,Phim Hài
Jin-gyu Cho,"Jeong tae Kim, Seong gyoon Kim, Shin-yang Park, ",Phim Hài,2013,man on the edge,pháp sư côn đồ,Phim Hàn Quốc,Phim Hài
Raja Gosnell,"Alan Cumming, Natasha Lyonne, Will Arnett, ",Phim Hài,2018,show dogs,biệt đội cún cưng,Phim Mỹ,Phim Hài
Bin Bunluerit,"Apaporn Nakornsawan, Natnischa Cerdchoobuphakaree, Suthida Hongsa, ",Phim Hài,2014,kankrai khai phamai,những tháng năm rực rỡ,Phim Thái Lan,Phim Hài
Vincent Kok,"Andrew Das, Eason Chan, Kwok-Kwan Chan, ",Phim Hài,2018,keep calm and be a superstar,gián điệp siêu sao,Phim Trung Quốc,Phim Hài
Bao Bối Nhĩ,"Bao Bối Nhĩ, Tiểu Tống Giai, Văn Chương, ",Phim Hài,2018,fat buddies,điệp vụ xxxl,Phim Trung Quốc,Phim Hài
Eon hie Lee,"Sang Woo Kwon, Sung-kyu Kim, Sung-won Choi, ",Phim Hài,2018,the accidental detective 2: in action,thám tử gà mơ 2: bộ ba khó đỡ,Phim Hàn Quốc,Phim Hài
Yoshihiro Nakamura,"Satoshi Tsumabuki, Tsutomu Yamazaki, Yuko Takeuchi, ",Phim Hài,2016,the magnificent nine,bộ 9 cừ khôi,Phim Nhật Bản,Phim Cổ Trang
Mã Sở Thành,"Đỗ Quyên, Lương Triều Vỹ, Ngô Diệc Phàm, ",Phim Hài,2018,europe raiders,công phá châu âu,Phim Hồng Kong,Phim Hài
Steven Brill,"Elizabeth Banks, Gillian Jacobs, James Marsden, Sarah Wright, ",Phim Hài,2014,walk of shame,tám tiếng điên cuồng,Phim Mỹ,Phim Hài
La Vĩnh Xương,"Chân Tử Đan, Huỳnh Thánh Y, Nhậm Đạt Hoa, Vương Bảo Cường, ",Phim Hài,2018,iceman: the time traveller,người băng 2: du hành thời gian,Phim Trung Quốc,Phim Hài
Chalerm Wongpim,"Amarin Nitipon, Pisek Intrakanchit, Pongpat Wachirabunjong, Pongsak Pongsuwan, Thodsapol Siriwiwat, ",Phim Hài,2002,heaven's seven,7 chàng cảm tử,Phim Thái Lan,Phim Hài
Diêm Kiến Cương,"Phan Hồng, Tống Giai, Vương Lạc Dũng, ",Phim Cổ Trang,2005,fantastic dream,hùng quan di mộng,Phim Trung Quốc,Phim Cổ Trang
Lý Quốc Lập,"Hà Tình, Hoắc Kiến Hoa, Hoàng Hiên, Kim Thần, Lưu Thi Thi, Lý Trình Viện, Viên Văn Khang, ",Phim Cổ Trang,2016,the imperial doctress,nữ y minh phi truyện,Phim Trung Quốc,Phim Cổ Trang
Yagmur Taylan,"Fettahoglu, Halit Ergenc, Meryem Uzerli, Okan Yalabık, Vahide Percin, ",Phim Cổ Trang,2014,muhtesem yuzyil,thời đại hoàng kim phần 3,Phim Khác,Phim Cổ Trang
Shin Kyung Soo,"Byun Yo Han, Kim Myung Min, Shin Se Kyung, Yoo Ah In, Yoon Kyun Sang, ",Phim Cổ Trang,2015,six flying dragons,lục long tranh bá,Phim Hàn Quốc,Phim Cổ Trang
Trương Đình,"Lâm Duẫn, Ngô Lỗi, Trần Sở Hà, ",Phim Cổ Trang,2018,fights break sphere,đấu phá thương khung,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Cao Cơ Tài, Dương Siêu Việt, Phó Tinh, Quách Thừa, Trần Ý Hàm, Từ Khai Sính, Vương Hạo Hiên, ",Phim Cổ Trang,2020,dance of the phoenix,thả thính phượng minh,Phim Trung Quốc,Phim Cổ Trang
Trương Tiết,"Liêu Diệc Ngâm, Tạ Miêu, Trương Xuân Trọng, ",Phim Cổ Trang,2018,assassin glory,vinh quang thích khách: kinh kha,Phim Trung Quốc,Phim Cổ Trang
Lý Lực An,"Dư Thiếu Quần, Quách Trân Nghê, Thang Trấn Nghiệp, ",Phim Cổ Trang,2015,vtv2,càn long truyền kỳ,Phim Trung Quốc,Phim Cổ Trang
Bách Sam,"Lưu Thiên Hàm, Nhạc Lệ Na, Phú Đại Long, ",Phim Cổ Trang,2018,the legend of jasmine ,tô mạt nhi truyền kỳ,Phim Trung Quốc,Phim Cổ Trang
Tiền Ứng Thu,"Thuần Vu San, Trương Tử Kiện, ",Phim Cổ Trang,2015,detective justice bao,thần thám bao thanh thiên,Phim Trung Quốc,Phim Cổ Trang
Hee-kon Park,"Chae-won Moon, Seong Ji, Seung woo Cho, ",Phim Cổ Trang,2018,feng shui,bậc thầy phong thủy,Phim Hàn Quốc,Phim Cổ Trang
Chu Tử Kỳ,"Chu Tử Kỳ, Lâm Thiên Lộc, Trần Diệp Lâm, ",Phim Cổ Trang,2016,voraiya,độc nhãn kiếm khách,Phim Trung Quốc,Phim Cổ Trang
Chu Tử Kỳ,"Chu Tử Kỳ, Lâm Thiên Lộc, Trần Diệp Lâm, ",Phim Cổ Trang,2016,voraiya 2,độc nhãn khiếm khách 2,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,Đang cập nhật,Phim Cổ Trang,2021,stellar transformation 3,tinh thần biến (phần 3),Phim Trung Quốc,Phim Cổ Trang
Roy Hin Yeung Chow,"Kai Wang, Louis Koo, Ray Lui, ",Phim Cổ Trang,2021,dynasty warriors,chân tam quốc vô song,Phim Trung Quốc,Phim Chiến Tranh
Trần Côn Huy,"Đoàn Dịch Hoành, Lưu Ngạn Khanh, Nghê Đại Hồng, Thích Vy, Trương Chí Trung, ",Phim Cổ Trang,2020,for the holy guiguzi,quỷ cốc tử,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Hồ Ý Hoàn, Hoàng Xán Xán, Lâm Hân Nghi, Trịnh Nghiệp Thành, ",Phim Cổ Trang,2020,the sleepless princess,ly nhân tâm thượng,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,Đang cập nhật,Phim Cổ Trang,2021,great journey of teenagers (season 2),thiếu niên ca hành (phần 2),Phim Trung Quốc,Phim Cổ Trang
Song Hyun Wook,"Nam Yoon Su, Park Eun Bin, Rowoon, ",Phim Cổ Trang,2021,the king's affection,luyến mộ,Phim Hàn Quốc,Phim Cổ Trang
Đang cập nhật,"Diêu Lỗ, Đinh Dũng Đại, ",Phim Cổ Trang,2018,disinterested justice,thiết diện ngự sử 2,Phim Trung Quốc,Phim Cổ Trang
Lý Dương,"Chu Tử Hinh, Đổng Nham Lỗi, Lăng Mỹ Sỹ, Phương Dật Luân, Trương Bác Hàm, ",Phim Cổ Trang,2019,the love by hypnotic,ánh trăng soi sáng lòng ta,Phim Trung Quốc,Phim Cổ Trang
